English,Kanjobal,ENG_Document,KJB_Document,Line,Classification
"Large crowds were traveling with Jesus, and turning to them he said:","A yet junel, xiwil anima tzakan yintak Jesús, xan max meltzojtok acan bay eb, max yalon bay eb axca ti':",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,25,Religious
"“If anyone comes to me and does not hate his father and mother, his wife and children, his brothers and sisters–yes, even his own life–he cannot be my disciple.","Ta ay mac chi jay ayin, palta yelxac'al miman yelapnok is mam c'al is txutx wintak naoni, ma yetbi, ma yuninal, ma yuẍtak, ma yanab, c'al is k'inal, ta caytu' naon axca tu', maj je' yec'c'al cuywok wintak.",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,26,Religious
And anyone who does not carry his cross and follow me cannot be my disciple.,"A eb c'am chi yal c'ul chi beybalnej in beybal, c'al yaben yail wuj axca ok wun yin te curus, maj je' yec'c'al eb cuywok wintak.",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,27,Religious
“Suppose one of you wants to build a tower. Will he not first sit down and estimate the cost to see if he has enough money to complete it?,"K'inalok ay junok ex che yochej che watx'nej junok e yatut, mimantak che yochej che yutej. A yet c'amto che mitx' oc e watx'neni, ¿xin ta c'am chi cam e naon yin babelal jantak tumin chi lajwi yin; catatu' che yiloni ta chi yab e tumin yin yion ba?",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,28,Religious
"For if he lays the foundation and is not able to finish it, everyone who sees it will ridicule him,","Ta c'am chi cam e naon yin babelal, asannej mi yich chi aycanok, cax c'am chi yi ba e yuj. Axa eb chi iloni tol c'am chi yi ba, chex al-lay yuj eb.",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,29,Religious
"saying, ‘This fellow began to build and was not able to finish.’","Chi yalon eb e yin axca ti': A jun winak ti', max tz'ak chaoc watx'nennaj jab yatut, palta majc'al yi ba yuj, ẍimi eb.",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,30,Religious
“Or suppose a king is about to go to war against another king. Will he not first sit down and consider whether he is able with ten thousand men to oppose the one coming against him with twenty thousand?,"K'inalok ay junok rey, chi toj yak'lej owal yetok junokxa yet reyal, palta asan pax ch'an 10,000 is soldado chi yitok yetok. Axa junxa tu', ay pax 20,000 yet ibil. A yet c'amto chi toj jun txennej yet tu', ¿xin ta c'am chi cam naon sic'libil ta ok tzakay yetok eb is soldado tu'?",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,31,Religious
"If he is not able, he will send a delegation while the other is still a long way off and will ask for terms of peace.","Ta maj tzakay chi yab xin, chi yatok is chekbej bay junxa rey tu' yet najatto ay, tol chi k'anlej tzetbil chi yun tan jun owal tu'.",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,32,Religious
"In the same way, any of you who does not give up everything he has cannot be my disciple.","Yetok c'apaxok, tzanc'al mac ex txel c'am chi yal e c'ul che bekcan tzetak yetal ayex, maj je' e yec'c'al cuywok wintak.",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,33,Religious
"“Salt is good, but if it loses its saltiness, how can it be made salty again?","A atz'am atz'am watx' ay yopiso atz'am, palta k'inalok ta chi c'ay is c'achial, ¿tzetto wal ok yun c'achibi paxok?",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,34,Religious
"It is fit neither for the soil nor for the manure pile; it is thrown out. “He who has ears to hear, let him hear.”","C'amxa yopiso. Caxc'al chi alay ay sat tx'otx', caxc'al chi toj somilok abono, tutun c'amxa yopiso. Toxac'al chi k'oklay elok. A juntzan max e yab ti', naobtanejek sic'libil, ẍi Jesús bay eb.",LUK-14-ENGNIV.txt,LUK-14-KJBSBG.txt,35,Religious
Now the tax collectors and “sinners” were all gathering around to hear him.,"Masanil eb tekom el tojlabal, yetok juntzanxa eb yob is beybal satak anima, max jayoc eb bay Jesús abxalwok.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,1,Religious
"But the Pharisees and the teachers of the law muttered, “This man welcomes sinners and eats with them.”","Yuj tu' xan max tit yowal eb fariseo c'al eb meẍtol yin ley Moisés, max yalon eb axca ti': —A jun winak ti', chic'al cha' jay eb yob is beybal c'atan. Ilab chi low yetok eb, ẍi eb.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,2,Religious
Then Jesus told them this parable:,Yuj tu' xan max yal Jesús jun abix tx'oxbanil el cuybanilej bay eb:,LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,3,Religious
“Suppose one of you has a hundred sheep and loses one of them. Does he not leave the ninety-nine in the open country and go after the lost sheep until he finds it?,"K'inalok ay junok winak e xol, ay junok 100 is calnel. Ta chi c'aytok junok, chi yacan nak no' 99 etbiej tu' bay is lobal tu', cax chi toj nak sayon ec' no' max c'aytok tu', masantac'al chi yal yilchaj yuj.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,4,Religious
"And when he finds it, he joyfully puts it on his shoulders","Axa yet chi ilchaj no', chi lacontek, chi tit yin tzalojc'ulal.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,5,Religious
"and goes home. Then he calls his friends and neighbors together and says, ‘Rejoice with me; I have found my lost sheep.’","Axa yet chi jay bay yatut, chi wajban oc eb is yamigo, c'al eb cajan is cawilal, cax chi yalon bay eb axca ti': Tzalojanek wetok; mayal ilchaj jun in calnel max c'aylejtok, ẍi bay eb.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,6,Religious
I tell you that in the same way there will be more rejoicing in heaven over one sinner who repents than over ninety-nine righteous persons who do not need to repent.,"K'inalok ta ay c'apax junok 99 anima, watx' is nabal naoni, cax man yowalilok chi na ba c'ul eb yin is yobtakil naoni, c'am mac chi tzaloj satcan yuj eb. Palta chi wal ayex, ta ay junok mactxel yob is beybal chi na ba yin is yobtakil, ay mimek tzalojc'ulal yuj jun chi na ba c'ul tu' satcan.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,7,Religious
"“Or suppose a woman has ten silver coins and loses one. Does she not light a lamp, sweep the house and search carefully until she finds it?","K'inalok ay junok ix, ay lajonebok ch'en is tumin. Ta chi c'aytok junok yuj, chi yaoc is tzektebal, cax chi q'uison yin c'ojanc'ulalil yul yatut. Chi c'oli sayoni, masantac'al chi yal yilchaj yuj.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,8,Religious
"And when she finds it, she calls her friends and neighbors together and says, ‘Rejoice with me; I have found my lost coin.’","Axa yet chi ilchaj yuj, chi yawtej eb is yamigo, c'al eb cajan is cawilal cax chi yalon bay eb axca ti': Tzalojanek wetok, mayal ilchaj jun in tumin max c'aylejtok, ẍi bay eb.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,9,Religious
"In the same way, I tell you, there is rejoicing in the presence of the angels of God over one sinner who repents.”","Xan chi wal ayex, ta ay junok mactxel yob is beybal chi na ba c'ul yin is yobtakil tu', caw wal chi tzaloj eb yángel Dios yuj, ẍi Jesús.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,10,Religious
Jesus continued: “There was a man who had two sons.,Max yal c'apaxtek Jesús jun abix ti': Ay ab jun winak ay cawan is c'ajol.,LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,11,Religious
"The younger one said to his father, ‘Father, give me my share of the estate.’ So he divided his property between them.","Max ab yal nak tzunan unin bay is mam axca ti': Mam, ak' in satak t'inan ta' wioni, ẍi ab nak. Axa pojon ec' cham mamej tu' is tzetak yetal xol eb cawanil.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,12,Religious
"“Not long after that, the younger son got together all he had, set off for a distant country and there squandered his wealth in wild living.","Jayebixto c'u tu', axa txononcan el nak tzunan unin tu' masanil tzet max ak'lay bay yuj is mam tu'. Axa toj nak bay jun conob caw wal najat tu'. A yet max apni nak bay jun conob tu', max toj nak yin yobtakil, amanc'uan max lajwi el is tumin nak.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,13,Religious
"After he had spent everything, there was a severe famine in that whole country, and he began to be in need.","C'uxan wal lajwi el is tumin nak tu', max jay jun miman wajil bay jun conob bay ayic'ok. C'amxa tzet chi lo nak.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,14,Religious
"So he went and hired himself out to a citizen of that country, who sent him to his fields to feed pigs.","Axa toj nak k'anon is mulnajil bay jun cham aj conob bay tu', cax max ak'lay is mulnajil nak. Max cheklaytok iloj txitam yuj cham bay jun is c'ultak.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,15,Religious
"He longed to fill his stomach with the pods that the pigs were eating, but no one gave him anything.","Tx'okxa chi tit wajil nak bay tu'. Chi yochejxac'al nak chi lo jabok tzet chi lo no txitam tu', palta c'am mac chi ak'on jabok yet.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,16,Religious
"“When he came to his senses, he said, ‘How many of my father's hired men have food to spare, and here I am starving to death!","Catatu' bian, max naon ba c'ul nak axca ti': ¿Tzet yuj xan caytu' chi wut in ba? Manxam jantakok eb majan in mam tinani'. Chi yak' sobra tzet chi lo' eb, axa ayin paxok, lanan wak'on cam in ba yuj wajil cayti'.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,17,Religious
"I will set out and go back to my father and say to him: Father, I have sinned against heaven and against you.","Yel mi watx' ok in pax bay in mam tu', cax ok walon bay axca ti': Mam, caw wal max oc in mul bay Dios, cax max oc c'apax in mul ayach.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,18,Religious
I am no longer worthy to be called your son; make me like one of your hired men.’,"Manxa in mojok chin aloc a c'ajolok. Ut in axca junok eb a mulnajwom ti', quin chi ok walon bay.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,19,Religious
"So he got up and went to his father. “But while he was still a long way off, his father saw him and was filled with compassion for him; he ran to his son, threw his arms around him and kissed him.","Axa meltzoj nak bay yatut is mam tu'. A yet najattoc'al chi tita', max il-laytok yin yuj cham mamej tu'. Caw wal max ok' is c'ul cham yin, xan max toj cham chaoni. Yanej cham toji, max apnic'al oc cham c'atan, max lak'ontek cham, axa tz'ubon el cham is ti' tu' yuj camc'ulal.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,20,Religious
"“The son said to him, ‘Father, I have sinned against heaven and against you. I am no longer worthy to be called your son. ’","Axa yalon nak bay is mam tu' axca ti': Mam, caw wal max oc in mul bay Dios, cax max oc c'apax in mul ayach. A tinani' manxa in mojok chin aloc a c'ajolok, ẍi nak bay is mam tu'.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,21,Religious
"“But the father said to his servants, ‘Quick! Bring the best robe and put it on him. Put a ring on his finger and sandals on his feet.","Axa yalon cham mamej tu' bay eb nak mosejal axca ti': Asek yin aymanil. Iektek an pichilej caw wal watx', cax che yaon oc an yin jun in c'ajol ti'. Che yaoc is colk'ab nak, cax che yaon oc is xanab nak.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,22,Religious
Bring the fattened calf and kill it. Let's have a feast and celebrate.,"Chi lajwi tu', chi toj e yion no wacax caw wal bak'ech, cax che yak'on cam no'. Tol ok co watx'nej wal junok miman loj, cax ok co chaon junok miman k'in.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,23,Religious
For this son of mine was dead and is alive again; he was lost and is found.’ So they began to celebrate.,"Yujtol a jun in c'ajol ti', tol camnakxa ta' waloni, palta a tinani', axca tol max ictzoj pax ajok. Max c'aylejcantok, palta mayal jay paxok, ẍi cham mamej tu'. Axa yaon oc eb jun miman k'in tu'.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,24,Religious
"“Meanwhile, the older son was in the field. When he came near the house, he heard music and dancing.","Axa nak babel winak xin, aytok nak mulnajil. Axa yet max jayoc nak cawilal na tu', max yaben nak, tol ayoc son, lanan yoc canal.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,25,Religious
So he called one of the servants and asked him what was going on.,Xan max yawtejtok nak jun majan is mam c'atan. Max k'anlen el nak bay: ¿Tzet yuj xan ayoc jun k'in ti'? ẍi nak bay.,LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,26,Religious
"‘Your brother has come,’ he replied, ‘and your father has killed the fattened calf because he has him back safe and sound.’","Ax pax yuj nak oẍtak max jayi. Max chekon a mam yak'lay cam no' ach'ej bak'ech wacax, yujtol a nak oẍtak tu', c'am tzet max on nak. Watx' c'ul yet max jayi, ẍi nak majan tu' bay nak.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,27,Religious
“The older brother became angry and refused to go in. So his father went out and pleaded with him.,"Axa tit yowal nak sic'libil tu'. Majxa yal c'ul nak max oc yul na. Max eltek cham mamej, cax max bet tewok cham bay tol chi oc nak yul na.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,28,Religious
"But he answered his father, ‘Look! All these years I've been slaving for you and never disobeyed your orders. Yet you never gave me even a young goat so I could celebrate with my friends.","Palta max yal nak bay is mam tu' axca ti': Ojtak, mimanxa tiempoc'al ach wak'on serbil. C'am junelok c'am chi wikej bay chala'. Tok yuj tu' cax ayxa bay chak' junok in chiwo in chi' yetok eb wamigo yin junok in k'in.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,29,Religious
"But when this son of yours who has squandered your property with prostitutes comes home, you kill the fattened calf for him!’","Palta a jun a c'ajol ti', max bet yak'can lajwok el a tumin yin yobtakil yetok eb ix ajmul ix. Axalaj yet chi jay nak, cax chak'on yak'lay cam no wacax caw bak'ech, ẍi nak bay is mam tu'.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,30,Religious
"“ ‘My son,’ the father said, ‘you are always with me, and everything I have is yours.","Axa yalon cham mamej tu' bay nak axca ti': C'ajol, ach ti' ayachc'alta' ec' wetok masanil tiempo. A masanil tzet ay ayin, etc'alta' yayji wetok.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,31,Religious
"But we had to celebrate and be glad, because this brother of yours was dead and is alive again; he was lost and is found.’ ”","Palta tinani', moj yoc jun k'in ti', cax chon tzaloji, yujtol a jun oẍtak ti', tol camnakxa ta' waloni; axa pax tinani', axca tol max ictzojajok. C'aylejnak ton tok, palta mayal jay pax ocok, ẍi is mam nak tu' bay, ẍi jun abix ti', ẍi Jesús.",LUK-15-ENGNIV.txt,LUK-15-KJBSBG.txt,32,Religious
Jesus told his disciples: “There was a rich man whose manager was accused of wasting his possessions.,"Max yaltek Jesús jun abix ti' bay eb is cuywom: A ab junel, ay ab jun cham patronej caw wal beyom. Ay ab jun is mayordomo cham. Axa max yabentek cham patronej tu', lanan lajwi el is tzetak yetal cham yuj nak.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,1,Religious
"So he called him in and asked him, ‘What is this I hear about you? Give an account of your management, because you cannot be manager any longer.’","Axa yawten cham nak is mayordomo tu', max yalon cham bay nak axca ti': Ay tzet chi wabaj en, xan a in mulnajil chi wak' el ti', yowalil chak'can ayin, yujtol ok ach wiel yin opiso ti', ẍi cham.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,2,Religious
"“The manager said to himself, ‘What shall I do now? My master is taking away my job. I'm not strong enough to dig, and I'm ashamed to beg–","Axa c'oli naon nak mayordomo tu' axca ti': ¿Tzet ok wun tinani'? Ilab tol ok in yiil in patrón yin wopiso ti', palta c'am chi je' pax wuj junokxa mulnajil. Chin q'uixwi pax wec' k'anoj limosna tilak yatut anima.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,3,Religious
"I know what I'll do so that, when I lose my job here, people will welcome me into their houses.’","A…, mayal tit yul in c'ul tzet ok wunej, caxc'al c'am in mulnajil, palta ayc'alta' eb ok in chaon bay yatut, ẍi nak.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,4,Religious
"“So he called in each one of his master's debtors. He asked the first, ‘How much do you owe my master?’",Max c'oli yawten eb ay is jec bay is patrón tu' yin junjunal. Max k'anlen bay nak babel max jay axca ti': ¿Jantak a jec bay in patrón? ẍi nak bay.,LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,5,Religious
"“ ‘Eight hundred gallons of olive oil,’ he replied. “The manager told him, ‘Take your bill, sit down quickly, and make it four hundred.’","100 barril aceite comer in jec bay, ẍi nak. Ta caytu' a jec aceite tu xin, tix jun is valeal a jec ti'. Ayan chotan yin ayman. Cha watx'nen junokxa, asan 50 chot a tz'ibencan oc yin, ẍi nak mayordomo tu' bay.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,6,Religious
"“Then he asked the second, ‘And how much do you owe?’ “ ‘A thousand bushels of wheat,’ he replied. “He told him, ‘Take your bill and make it eight hundred.’","Lajwic'al tu', max k'anlen bay junxa: A pax ach, ach ti', ¿jantak a jec? ẍi nak bay. Ayin ti', 100 quintal in jec trigo bay cham, ẍi junxa tu'. Ta caytu xin, tix is valeal a jec tu'. 80 quintalnej cha tz'ibej oc yin, ẍi nak bay.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,7,Religious
“The master commended the dishonest manager because he had acted shrewdly. For the people of this world are more shrewd in dealing with their own kind than are the people of the light.,"Axa yalon cham patronej tu', tol jelan jun mayordomo tu' yin elk'an, xan a eb yet yulyibank'inal ti', yelxac'al wal jelan chi yut ba eb yintak eb ayxa sakk'inalil Dios yin.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,8,Religious
"I tell you, use worldly wealth to gain friends for yourselves, so that when it is gone, you will be welcomed into eternal dwellings.","Chi wal ayex, a ch'en tumin, c'unc'al k'anabax ch'en yin yobtakil, palta a beyomalil yinokab watx'ilal che k'anbalnej, yet watx' ay eb ok e yamigonej e ba yetok. Ta caytu' che yut axca tu', a yet ok lajwok yoc yopiso jun ch'en tumin tu' e yuj, ay eb ok chaon e yapni bay ay jun e yatut yin junelnej.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,9,Religious
"“Whoever can be trusted with very little can also be trusted with much, and whoever is dishonest with very little will also be dishonest with much.","A mac watx' chi yut ba yetok jabok tzet yetal chi ak'lay bay, ac'ala' watx' ok yut ba ta miman chi ak'lay bay. A pax mac man watx'ok chi yut ba yetok jabok tzet chi ak'lay bay xin, ac'ala' man watx'ok ok yut ba ta miman chi ak'lay bay.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,10,Religious
"So if you have not been trustworthy in handling worldly wealth, who will trust you with true riches?","Xan ta man watx'ok che yut e ba yetok beyomal bay yulyibank'inal ti', ¿xin ta chi ak'laycan jun acaw beyomal ayex?",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,11,Religious
"And if you have not been trustworthy with someone else's property, who will give you property of your own?","Yetok c'apaxok, ta man watx'ok che yut e ba yetok tzet man e yetok, ¿xin ta chi ak'laycan juntzan tzet yetal caw wal e yet ayex?",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,12,Religious
"“No servant can serve two masters. Either he will hate the one and love the other, or he will be devoted to the one and despise the other. You cannot serve both God and Money.”","C'am junok mactxel chi je' jun lajanc'al yak'on serbil cawanok patrón. Yujtol chi mi yajc'ulnej ba yetok junok, cax chi camc'ulnen ba yetok junokxa. Ay mi junok ay yelapnok yul sat, axa junokxa, c'am mi yelapnok yul sat. Yuj tu' xan c'am chi je' tol jun lajan co camc'ulnen jak'on serbil Dios c'al co camc'ulnen ch'en tumin, ẍi Jesús bay eb.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,13,Religious
"The Pharisees, who loved money, heard all this and were sneering at Jesus.","Axa yet max yaben eb fariseo tzetak max yal Jesús, max buchwaj eb yin Cham, tutun asan pax yin tumin ayoc nabal eb.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,14,Religious
"He said to them, “You are the ones who justify yourselves in the eyes of men, but God knows your hearts. What is highly valued among men is detestable in God's sight.","Axa yalon Cham bay eb axca ti': Ayex ti', asan satak eb anima watx' che yut e ba, palta yojtak Dios tzetbil yili e yanimail. A juntzan tzet miman yelapnok yul sat anima, c'am chi cha' c'ul Dios.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,15,Religious
"“The Law and the Prophets were proclaimed until John. Since that time, the good news of the kingdom of God is being preached, and everyone is forcing his way into it.","A ley Moisés c'al tzet tz'ibbilcan yuj eb chekbej Dios payxa, ocnak yopiso masantac'al yet jaynak Juan, cham ak'om bautismo. Axa tinani' xin, yettaxc'al max jay Juan tu', max el yich yal-lay el watx' abix, yin tzetbil chi yun yoc eb anima yul k'ab Dios. Yuj tu', chi yak' eb yip masanil yoc yul k'ab.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,16,Religious
It is easier for heaven and earth to disappear than for the least stroke of a pen to drop out of the Law.,"Caxc'al a satcan c'al sat tx'otx' ti', ok lajwok ec'ok, a pax jun ley tu' tamwal junok is letrail tol man ok yun tzet chi yala'.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,17,Religious
"“Anyone who divorces his wife and marries another woman commits adultery, and the man who marries a divorced woman commits adultery.","Ta ay junok winak chi pojlej ba yetok yetbi, cax chi yion junokxa ix, mul chi yun jun winak tu' axca tu'. Ac'ala' junok winak chi ion junok ix ix pojlejnak ba yetok yichamil, mul chi yun c'apaxok.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,18,Religious
“There was a rich man who was dressed in purple and fine linen and lived in luxury every day.,"A yet junel, ay jun winak caw wal beyom. A pichilej caw wal can tojol chi yaocok. Watx'c'al tzet chi lo' junjun c'u.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,19,Religious
"At his gate was laid a beggar named Lazarus, covered with sores","Ay pax jun winak chi yik Lázaro, caw wal meba'. Ay juntzan mimek yabil ayiltek yin. Asanc'al ti yatut jun beyom tu' chi bet ay chotanok.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,20,Religious
and longing to eat what fell from the rich man's table. Even the dogs came and licked his sores.,"Chi c'oli yochen octok c'ajil loj chi ayc'ay yalan is meẍa jun beyom tu'. Axa juntzan no tx'i chi jayocok, chi ul lek'on no' sat juntzan yabil ayiltek yin tu'.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,21,Religious
“The time came when the beggar died and the angels carried him to Abraham's side. The rich man also died and was buried.,"Max jay c'ual cam nak xin, max ul ilaytok pixan nak yuj eb ángel. Max apni oc nak c'atan Abraham. Ac'ala' max jay c'apax c'ual cam jun beyom tu'. Axa mukay tu'.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,22,Religious
"In hell, where he was in torment, he looked up and saw Abraham far away, with Lazarus by his side.","Palta a is pixan, a tu' max apni bay ay is pixan eb camnak. Axa yet lanan yaben yail bay max apni tu', max aj t'ananok, najattac'al max yiltok yin Abraham, c'al Lázaro tol ayic' yetok.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,23,Religious
"So he called to him, ‘Father Abraham, have pity on me and send Lazarus to dip the tip of his finger in water and cool my tongue, because I am in agony in this fire.’","Axa yaj yaw tu', max yalon axca ti': Mamin Abraham, c'am mi chi ok'tek a c'ul win. Cha chektek Lázaro ayin in k'ana'. Matawal chi laaytok junok yiximal k'ab yul a', cax chi ul yaon oc jabok yin txam wak' ti', yujtol c'am chi techaj waben yail xol k'ak' ti', ẍi cham.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,24,Religious
"“But Abraham replied, ‘Son, remember that in your lifetime you received your good things, while Lazarus received bad things, but now he is comforted here and you are in agony.","Axa yalontek Abraham tu' bay cham axca ti': Ach anima, natek tol caw wal watx' max ec' yulyibank'inal oj, a pax Lázaro ti xin, caw c'am jabok watx'il max ec' yila'. Axa tinani', lanan chaon mimanil is c'ul cayti'. Achxa lanan aben yail tinani'.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,25,Religious
"And besides all this, between us and you a great chasm has been fixed, so that those who want to go from here to you cannot, nor can anyone cross over from there to us.’","Yetok c'apaxok, ay wal jun miman xab olan aycan co nan co xol etok. Yuj tu', caxc'al ay eb ayic' cayti' chi yochej chi toj ayex tu', c'am chi je' k'axpoj ec' eb. Yetok ex c'apaxok, c'am chi je' e k'axpoj ec'tek cayti', ẍi Abraham tu'.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,26,Religious
"“He answered, ‘Then I beg you, father, send Lazarus to my father's house,","Ta caytu xin, mamin Abraham, c'am mi chi je' cha chektok Lázaro tu' bay yatut in mam,",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,27,Religious
"for I have five brothers. Let him warn them, so that they will not also come to this place of torment.’","bay ayic' owan wuẍtak. Chi toj yalon yab eb, yet watx' c'am chi jay eb wetok xol yailal bay ayin ec' ti', ẍi cham.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,28,Religious
"“Abraham replied, ‘They have Moses and the Prophets; let them listen to them.’","Palta a eb oẍtak tu', ayic' tzet max tz'ibejcan Moisés, c'al tzet max tz'ibejcan eb chekbej Dios bay eb. Yacbajokab eb txiquin bay k'anej tz'ibbilcan tu', ẍi Abraham.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,29,Religious
"“ ‘No, father Abraham,’ he said, ‘but if someone from the dead goes to them, they will repent.’","Yel ton mamin Abraham, palta ta chi yil eb yictzoj aj junok mactxel xol eb camnak, ok na ba eb yin is yobtakil, ẍi cham.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,30,Religious
"“He said to him, ‘If they do not listen to Moses and the Prophets, they will not be convinced even if someone rises from the dead.’ ”","Ta c'am chi yacbaj eb txiquin yin tzet tz'ibbilcan yuj Moisés tu', c'al tzet tz'ibbilcan yuj eb chekbej Dios, caxc'al ay junok mactxel chi ictzoj aj xol eb camnak, majc'alta' yaoc eb yin c'ul, ẍi Abraham bay cham, ẍi Jesús.",LUK-16-ENGNIV.txt,LUK-16-KJBSBG.txt,31,Religious
"Jesus said to his disciples: “Things that cause people to sin are bound to come, but woe to that person through whom they come.","Max yal Jesús bay eb is cuywom axca ti': Yowalil chi jay juntzan tzet yetal chi on yetax el co nabal, palta ok'bal wal c'ul eb chi ak'on etax el nabal eb yet animail.",LUK-17-ENGNIV.txt,LUK-17-KJBSBG.txt,1,Religious
It would be better for him to be thrown into the sea with a millstone tied around his neck than for him to cause one of these little ones to sin.,"Ta ay mac ijan chi etnen el nabal junok uninto, yel mi watx' chi pixlay oc t'unan junok ch'en yet molino yin is nuk' jun tu', cax chi k'oklay aytok yul a' mar, yet watx' manchak yetnej el is nabal jun uninto tu'.",LUK-17-ENGNIV.txt,LUK-17-KJBSBG.txt,2,Religious
"So watch yourselves. “If your brother sins, rebuke him, and if he repents, forgive him.","Yuj tu xin, ilekc'al e ba. Ta ay junok e yet animail chi oc is mul ayex, che tenchanej yin is yobtakil tu'. Ta chi na ba c'ul, che yak' mimanc'ulal yin.",LUK-17-ENGNIV.txt,LUK-17-KJBSBG.txt,3,Religious
"If he sins against you seven times in a day, and seven times comes back to you and says, ‘I repent,’ forgive him.”","Caxc'al chi oc is mul ayex ukelok chi ec' c'u, ta chi ul k'an mimanc'ulal yukelal ayex, Majxa wun junelxa, ta ẍi, yowalil che yak' mimanc'ulal, ẍi Jesús.",LUK-17-ENGNIV.txt,LUK-17-KJBSBG.txt,4,Religious
"The apostles said to the Lord, “Increase our faith!”","Max yal eb chekbej Cham Jajawil bay axca ti': —Colwajan jetok yet watx' caw wal chi jaoc Dios yin co c'ul, ẍi eb.",LUK-17-ENGNIV.txt,LUK-17-KJBSBG.txt,5,Religious
